expr_val	ids_jan	ids_gte	ids_tcgan
10.9	24075,24254,24414,25434,26255,26270,26843,27915,28345,28444,28499,28526,29064,29356,29703,29863,29920,30179,31184,32081,32823,34204,34847,35015,35075,35789,36326,36583,36616,37365,37657,38140		
10.91	24017,24638,25566,26197,26374,26558,26605,27281,27520,28385,28405,28839,29349,29403,30044,30147,30376,31487,31695,31778,33336,33435,33966,35525,35586,35924,36171,36191,36997,37551,37767,37900,37976		
10.92	23822,23905,24000,24043,24049,24106,24625,25344,25485,25832,26237,27396,27467,27590,28248,28283,28644,29105,29694,29739,30109,30322,30793,31053,31263,32982,33560,33649,33967,34646,35359,35591,35603,37073,37534,37793,37816,38050,38101		
10.93	24373,24780,24801,24979,25019,26080,26700,26794,28723,28876,28972,29111,29187,29239,29857,30310,30824,31421,31718,31748,33039,33301,33488,33783,33817,34669,34854,36990,37440,37910,37962		
10.94	24003,24037,24070,24303,24510,25197,25816,25972,26229,26265,26531,27031,27112,27507,27585,27704,28224,28327,28339,28614,29161,29196,30016,31204,31544,32482,32883,33613,34138,34274,34281,34603,36914,37672,37707,37757		
10.950000000000001	23809,24215,25449,25921,26673,27190,27582,27899,28110,29173,30360,31427,32025,32172,32220,34345,34548,34573,34684,35055,35520,35541,35553,35928,36547,36977,37201,37686,38288,38363,38576		
10.96	23949,24590,24792,25792,26060,26302,26332,26761,26972,27003,27530,28008,28455,28658,28734,28750,28898,29919,30953,31001,31130,31172,31411,31723,31795,32044,32228,32321,32659,32860,32915,32950,33022,33086,33240,34392,34866,35478,35632,35946,36407,37428,37430,37461,37694,37909		
10.97	24135,24846,24883,25941,26380,26977,27411,27940,29595,30920,32543,33308,33858,34304,35348,36128,36348,36512,36757,36980,37216		
10.98	24157,24736,24922,26347,26961,27414,27994,28419,28607,28768,29008,29013,30558,30589,33404,33752,33968,34325,34357,34617,34701,35781,35975,36269,36491,36796,36934,37554,37949,38155		
10.99	23966,24162,24465,24610,24978,25425,25568,26437,26467,26845,27551,28025,28207,29060,29158,29176,30006,30385,30677,31353,31862,32223,32307,32382,32745,32957,33141,33848,33866,34136,34312,35091,35170,35795,35982,35999,36095,36261,36855,37203,37367		
11.0	24293,24305,24352,24446,24544,24845,24923,24931,25118,25734,25759,25809,28304,28484,28934,29235,30029,30405,30683,30995,31400,33564,33739,33900,33995,34370,34674,34928,35430,35821,35842,36254,36473,36730,37096,37658		
11.01	23716,23908,24597,25864,26166,29307,30159,31472,31545,31666,31677,32399,32882,32961,33150,33502,33875,34005,34202,34238,35144,35357,35641,36936,37049,37371		
11.02	23706,23757,23852,24136,24173,24622,26547,26824,26997,27501,29159,29242,29705,30328,30823,31237,31513,31743,31888,33002,33233,33825,33886,34089,34476,34815,34933,35958,36152,36335,36396,36724,37256,37991,38007,38405		
11.03	23756,24032,24375,25861,25926,26338,28093,29427,30330,31302,31407,31422,31457,32184,33098,33845,33869,34183,34187,35602,35660,35857,36505,37435,37497,38228,38303		
11.040000000000001	23707,23729,24663,26036,26108,26431,26453,26584,26689,27204,27586,27653,27660,27676,28840,28949,29625,29991,30277,31377,31464,31541,31793,32045,32108,32665,32877,33593,33981,35100,35189,36130,36288,36783,37003,37160,37568,37950		
11.05	24380,24635,26070,27334,28578,28712,28981,29685,29878,29906,29996,31313,31532,31546,32042,32245,32662,33555,33776,35121,35592,35816,35830,35894,36041,37212,37390,37539		
11.06	23697,24168,24599,25600,26262,26333,26854,27292,28407,28535,30840,31490,31975,32575,34700,35394,35884,37651,37673,38097,38544		
11.07	25100,25893,26058,26674,26705,26741,27335,27528,27684,27847,29602,30042,30236,30921,30989,33179,34174,35516,35527,36001,36033,36118,36477,37946		
11.08	24252,24732,25018,26336,26669,26840,26891,27057,28389,28541,28770,29140,29748,29791,29834,30378,31176,31303,31697,32016,32200,32219,33413,34322,34466,34582,35171,35886,36516,36884,37339,37378,37547,38035		
11.09	23746,24836,26420,26602,26630,27208,27283,27355,27596,28250,28585,30013,30106,30314,30759,31806,31894,31911,32731,33099,33121,34088,34169,35654,35759,36478,37183,37391,37396		
11.1	23673,24213,24319,24869,24954,25093,25383,25922,26291,26655,27253,28001,28172,28522,28532,28729,30512,30927,31015,31079,31274,31840,32841,32869,33415,33483,33814,34348,34678,35284,35537,36058,36071,36087,36193,36365,37008,37248,37931		
11.11	24467,24651,24833,24851,24927,25792,26132,26859,27205,27724,27777,27792,27799,27920,28791,29684,31256,32122,32821,32903,33026,33577,33707,33803,34352,34551,35453,35617,35656,36194,36578,36606,36894,36937,37068,37431		
11.120000000000001	24950,25527,25628,27693,28678,29154,29437,30022,30560,30919,30999,31751,32089,32457,32822,33201,33237,34072,34500,34580,35510,35554,35611,36935,37202,37965,38504		
11.13	23659,23722,23989,25092,26101,26134,26170,26221,26405,26619,27131,28004,28363,28555,28889,29210,29252,29670,29814,29853,30237,30754,31338,31425,32036,32281,33056,33062,33519,33672,33961,33980,34011,34163,35427,36066,36636,36789,37433,38528		
11.14	23767,24311,25758,25865,26975,27340,27563,27576,27720,28090,28511,28795,29081,30309,30937,32079,32750,34210,34266,34708,35109,35575,36215,36267,36498,36525,36531,36925,37264,38134,38373		
11.15	25250,25973,26206,28030,28048,28656,29309,29835,30524,30639,30655,31276,31381,31410,32569,32784,34275,34542,35200,35240,35331,35600,35796,35805,37141,37377		
11.16	23699,25834,26102,26556,26604,26914,27260,27276,27346,27554,28468,28560,29436,29551,29885,30104,30161,30810,31223,31280,31389,32411,32503,33073,34004,34386,37578		
11.17	23687,24434,24808,24878,25198,26541,26616,26703,26739,26822,27196,27587,27592,28452,29151,29721,30198,30842,31412,32131,32225,32476,32524,33001,33464,34200,35283,35454,35794,37967,38574		
11.18	23650,23996,24772,24963,25391,25397,25782,25872,26000,26570,27472,27731,28827,29057,29987,30412,30544,30666,30773,31447,32024,32111,32999,33207,33440,33463,34067,34244,34919,35182,35252,35518,36342,36475,36882,37926		
11.19	23726,23834,24323,24464,24525,24543,27005,27097,27486,27605,27620,28143,28334,28460,31623,31662,32238,32568,32583,33034,33054,33215,33274,33860,34378,35068,35451,35880,36779,36981,37052,37186,37574,37628,37795,37827,38160		
11.200000000000001	23785,23824,23965,23986,24114,24701,24900,26107,26955,27802,28173,28382,29122,29908,30054,30952,31651,31824,32099,32140,32477,32672,33134,33427,33788,35786		
11.21	24676,25432,25987,26767,27594,28232,28485,28769,29743,29744,30036,30082,30250,30361,31470,32666,33410,33952,35734,35859,36167,36319,36337,36417,37311,38147,38317		
11.22	24153,24314,25012,25043,25645,27364,27826,28449,28590,28671,28737,28962,29474,29513,30039,30815,31301,31829,32761,33035,33053,33309,33399,33834,35493,35517,36472,36555,36701,36797,37471,37635,37740		
11.23	23635,23701,24774,24864,24996,26395,26511,26861,26917,26973,27165,27206,27418,28002,28071,28454,28519,30273,30838,30872,31168,31202,31296,31334,31497,31526,33146,33187,33662,33740,33928,33955,34604,35011,35318,35679,36287,36956,37437,37715,37983		
11.24	26468,26649,26939,28457,28543,28806,29549,29910,30312,30623,31020,31216,32182,32448,32664,32668,34058,34949,35163,35761,35866,36432,36687,36953,37051,37388,37944		
11.25	24068,24957,25586,26123,26636,26803,26878,27094,27122,27810,28285,29348,29496,29690,30129,31027,31116,31229,31645,31818,32164,32493,32741,32819,32879,32991,33422,33437,33548,33615,33947,34258,34848,35420,36819,37071,37718,37862,38172		
11.26	23695,23813,24002,24418,24468,24714,25560,27217,27380,28757,28774,29820,29876,29904,30636,30729,31029,31417,31912,32137,33185,33256,33359,33568,33646,33698,34294,34525,35054,35985,36305,37516,37894,38090		
11.27	24520,24644,24649,25831,25965,26240,26701,27179,27231,27652,27845,28362,30245,30870,30924,32022,32150,32261,32398,32897,32978,33169,33429,33620,33623,33760,34165,34423,35423,35605,35845,36270,36810,37182,37346,37380,37416,37630,38654		
11.28	23980,24947,26267,26697,27258,27761,28537,28945,29055,29975,30644,31953,32886,33162,34230,35514,36410,37041,37329,37541,37799		
11.290000000000001	24201,24419,24804,24895,25136,25953,26209,26569,26958,27152,27224,27412,27508,28351,28587,29459,30017,30894,31080,31123,31158,31562,31672,31675,34057,34219,34802,35370,35485,36133,37849,38056		
11.3	24720,25932,25986,26193,26329,28205,28835,28864,28970,29569,30379,30498,30828,30936,31078,32005,32217,32556,32658,33931,34849,35176,35691,36885,36910,36993,37408,37861,37886,38083		
11.31	23948,25633,26219,26889,27087,27545,27870,30565,30928,30973,31356,31867,32990,33063,33371,33688,34229,34531,34643,35185,36067,36469,38100		
11.32	24046,24332,24456,24459,24863,25427,26652,28039,28206,28381,28654,28984,30171,30203,30323,30347,30881,30885,31264,31710,31777,31841,31901,32279,32827,33232,33254,33930,33935,34679,35114,35588,35676,36912,37262,37420,37636,38004		
11.33	23793,24007,24021,24291,25815,26469,26537,27463,27659,27967,29362,29424,30047,31482,32252,32709,33737,34156,34246,34250,34279,35213,35476,35487,36389,37307,38179,38461		
11.34	23806,24103,24191,24231,26433,26866,27148,27892,28139,28798,29624,30249,30676,31016,31467,31667,31892,32221,32232,32697,33088,33441,34213,34809,34858,34996,35172,35471,36141,36237,36580,36880,36928,37338,38020		
11.35	24361,24974,25503,26327,27036,27984,27988,28083,28142,28401,29281,30030,30493,31154,31235,31365,31376,31502,32067,32415,33365,33460,33638,33832,33958,34000,34127,34872,35049,35248,35812,36416,37399,37436,37511,37969,38163,38463		
11.36	23835,24739,24849,24855,25034,25394,26337,27015,27149,28022,29907,30103,30125,30162,30457,31368,31519,31612,31801,32144,32207,32972,33546,34218,34563,34592,35460,36552,36629,36712,37298,37302,37368,37535,37616,37704,38048,38164		
11.370000000000001	23762,23784,24189,24862,25502,25877,26127,26869,27072,27314,27345,27421,27568,27760,27813,28762,28803,30528,30775,30940,31037,31536,32426,33449,36007,36292,36668,36828		
11.38	23979,24161,24789,25178,26065,26176,26536,27497,27546,28115,28480,30095,30362,30598,30901,31550,31747,31847,32303,32531,33476,33768,34578,34601,34605,34810,35133,35610,35635,35995,37012,38569		
11.39	24621,26367,26425,27116,27702,27893,28527,28801,28995,29780,30414,31051,31058,31299,31446,32949,33083,34022,34101,35023,35396,35488,36184,36210,36656,37136,37171,37392,37498,37623,37749		
11.4	24086,24828,24942,25006,25071,25895,25988,26526,26775,27339,27614,28009,28088,28279,28639,30140,31430,31553,31937,32055,32134,32308,32969,33888,34054,34161,34664,35029,35853,36460,36859,37403,37758,37882		
11.41	23753,24039,24195,25076,25711,25806,26081,26908,27734,29007,29114,29169,29507,30084,30242,30942,30957,31072,31203,31223,31362,31725,31765,31890,32404,33017,34171,34549,35404,35628,35892,36467,36769,37404,37545,37698,37783		
11.42	23846,23994,24329,24571,24613,24881,24893,25549,26130,27232,27598,27809,27932,28353,28575,29052,29182,29199,29385,30149,30891,31837,32318,33970,34093,34788,36501,36630,36696,37246,37331,37615,37650		
11.43	23956,24404,24451,24937,25127,25587,26921,27931,28478,30070,30822,32582,33501,34241,35007,35363,35385,35997,36056,36097,36853,37556		
11.44	23870,24052,24491,24492,25228,25443,25482,26508,26764,27216,27836,28800,29146,29262,29974,31074,31161,32059,32088,32171,32993,34035,35347,36387,36604,36706,36966,37397,37505,37678		
11.450000000000001	24031,24576,24822,25738,25827,25925,26666,27197,27223,27261,27552,29381,29478,30062,31042,31770,32145,33797,34179,34682,35074,35187,36459,37344,37688,37859,38415		
11.46	23812,24088,26172,27151,27371,28056,28221,28708,30914,31401,32133,32295,32427,33929,34223,34602,35051,35828,35972,36371,36532,36900,36968,36975,37094,37244,37386,37585,37634,38507		
11.47	23939,24128,24289,24455,25612,26930,27062,28124,28498,28676,30514,30618,30817,31803,32889,33392,33538,34137,34367,34844,37485,37813,38682		
11.48	25442,25964,26363,26984,27106,27737,28149,28303,29137,29572,30902,31681,31865,32474,32720,33307,34540,34909,35001,35840,36229,37977		
11.49	24711,24806,25513,25946,25955,26385,26949,27073,27722,28082,28865,29512,29839,31379,32593,33065,33129,33147,33708,34302,34850,34950,35452,36764,36919,37042,37422,38661		
11.5	26256,26521,26940,27147,27336,27536,27691,27964,29440,29868,30176,31106,31761,31826,33319,33885,35110,36137,36324,36434,37980,38019		
11.51	24562,24877,25257,26032,27049,27474,27699,27829,29711,30065,30575,31863,32096,32141,32418,33177,33367,33661,33836,34227,34984,35442,35484,36178,36392,36612,37180,37619,37681,37759,37764,37896,37947,38227,38245		
11.52	24238,24299,24338,24405,24439,24592,24745,25112,26707,27989,28870,28894,29103,29817,29967,30240,31325,31794,32075,32676,33655,34027,34488,34490,34695,34982,35008,35019,35136,35587,35824,36285,37358,37831,37914		
11.53	24117,24479,25471,25884,26501,26750,27361,27494,27672,27712,27897,28029,28266,28380,28941,29180,29825,29997,30521,31455,31895,32093,32525,32587,32759,33027,33387,33528,33780,34337,34553,35463,36170,37518		
11.540000000000001	24265,24292,24813,26143,26230,26601,26726,27114,27329,27343,27465,27525,27560,28239,29202,31404,32671,32898,33448,33839,33881,34068,35327,35664,36286,36969,37927,37936		
11.55	23657,24440,24533,24630,24932,26114,26342,27096,27236,27404,27409,27983,28253,29553,29883,30571,30594,31017,31198,31488,31530,32091,33426,34840,34861,34938,35760,36646,36721,37893,38094		
11.56	23807,25687,26575,26829,26992,29423,30768,31559,31869,31886,32675,33614,33943,34647,35469,37382,37586,37784,37917		
11.57	23691,24482,25047,26057,26109,27278,28051,28418,28588,29622,29795,30021,30137,30368,30631,31619,32098,32852,32876,33004,33612,34662,34703,35674,35870,36030,36293,36322,36546,36822,36916,37221,37705,37721		
11.58	25003,25699,27315,27571,29223,29227,29390,29571,29720,30331,30730,30930,30981,31764,31791,32456,32518,32529,32656,33142,33183,33324,33347,33729,33857,34301,35012,36951,37592,38325		
11.59	23805,24730,25069,25206,25853,25913,26729,28027,28760,28942,29752,29808,30415,31122,31222,31572,31594,31759,32817,33198,33409,33675,33717,33962,34943,35066,35765,36611,36760,36901,37211,37401,37881		
11.6	24245,26821,27480,28761,29452,29530,30313,30545,30985,31373,31520,31848,31947,32205,32381,34541,34758,34962,35070,35874,36176,36240,36544,37050,37058,37275,38635		
11.61	23814,24392,24943,25530,26084,26142,26173,26855,26883,26888,27125,27419,27834,28348,28601,28777,28964,29258,30126,30505,31205,31873,31900,34327,34837,34976,35010,35768,36310,37324,37499,37685,38014		
11.620000000000001	23777,23904,24197,24336,24416,25413,26196,26369,27728,27831,27837,27918,28120,28175,28956,29048,29538,30146,31257,31682,31930,32728,33305,33635,33744,34315,34354,34961,34978,35152,35827,37060,37794		
11.63	24612,24898,28706,29267,29897,30215,30563,31500,31533,31812,32310,32595,32788,33267,33349,33926,34021,34282,35164,35563,35594,36386,36999,37421		
11.64	24905,25011,25146,26704,27161,29183,29247,30887,31418,31745,33341,33432,33567,34341,34896,36530,36581,37915		
11.65	23752,24680,24758,25483,26063,26231,26785,27270,27674,28802,28873,29451,29539,29772,30801,31366,31644,32224,32560,32799,32998,33425,33826,33925,34014,34092,34342,34478,34845,35742,36792,37148,37418,37660,37670,37746		
11.66	23708,25444,26529,27743,28075,28234,28386,28888,28927,29786,30349,30542,30556,30846,31784,32234,33042,33457,33478,34705,34799,34833,35079,35287,35954,36362,36676,36950,37144,37724,37968		
11.67	26486,27212,27562,27867,27937,28817,29461,29589,29659,29787,29877,30221,31009,31527,31577,32580,33323,33360,35807,36073,37095,37373,38324		
11.68	23798,25545,25905,26450,27022,27045,27696,27717,28318,28569,28963,30068,30253,30381,31249,32228,32403,32564,33191,33203,33370,35124,35296,35333,35659,36077,36192,37330,37366		
11.69	24198,26451,27330,28495,28816,28829,29237,29781,31225,32264,32846,33059,33527,34834,34886,36109,36992,37190,37683,37957		
11.700000000000001	23931,24029,25193,25342,25778,25894,25939,26936,27068,27723,28428,28553,30308,30391,30395,31018,31155,32030,32083,32159,32473,32702,33113,33621,33734,34937,36786,37129,37198,38196		
11.71	23700,23740,23751,24061,24641,24790,26039,26126,26183,27013,27663,28586,28866,32090,33953,34009,34245,34665,35258,35344,35470,37343,37537,37844,38125		
11.72	24268,24290,25357,26386,27071,28818,29256,29854,30170,31023,31163,32309,34025,34073,34116,34797,35006,36045,36782,37011		
11.73	23962,24505,26915,27098,27184,28953,29305,29331,29613,29999,30260,31910,32267,33369,33765,33837,34639,34980,35212,35336,35583,36423,36511,36907,37916,38168,38277		
11.74	24337,24353,24713,26011,27280,28491,28799,29532,29810,30311,30896,31060,31131,31511,31846,31849,31897,32909,33003,34510,35392,35669,36931,37474,38689		
11.75	24134,24395,24452,24586,25698,26351,26494,26554,26657,26857,27159,29901,29911,31833,31969,33634,35101,35494,35989,36055,36522,36829,37024,37501,38086		
11.76	23648,24253,24296,24310,24617,25869,27006,27366,27647,27746,29014,29126,29789,29960,30884,31585,31699,32497,34045,34286,36422,37260,37552,37649		
11.77	23747,25897,27320,28853,29005,30770,31174,33188,33644,34581,34973,34979,35879,35891,36456,36838,37379,37489,37675,37693,37752,38636		
11.78	24316,24757,24797,24859,25475,25828,25858,27509,27626,28392,28659,28855,29203,29351,29683,29860,30526,32694,32864,32997,33229,33484,34659,35446,35856,35864,36000,37177,38211		
11.790000000000001	23693,23954,24019,24076,26838,27185,27603,28145,28660,29070,29340,29449,32548,32758,32813,33213,33268,33343,33631,34056,34942,35090,36631,36688,36911,36941,37701		
11.8	24570,24646,25936,26487,27084,27644,27756,28352,29117,29219,29297,29801,31151,31440,31716,31802,31830,31998,32596,33068,33132,33212,33730,33813,34087,34115,34671,34688,34959,35753,36225,36938,37468,38141		
11.81	24090,24724,24740,25104,25919,26120,26534,26937,27609,27686,28038,29540,30499,31391,33361,34374,34814,35935,36024,37532,37762,37766,38693		
