expr_val	ids_jan	ids_gte	ids_tcgan
5.53	24012,24648,25002,25056,25452,25561,25660,25703,25758,25913,26271,26564,26851,27334,27903,29056,29776,30730,30820,30825,30881,31161,31553,31574,31631,31773,31779,31820,32110,33384,33425,33460,33591,33747,33820,34408,34448,34643,35768,36075,36209,36459,36943,37024,37125,37179,37353,37463,37468,37582,37673,37714,37858,38161,38459,38497		
5.54	23700,24167,24187,24265,24576,24580,24828,25791,26105,26181,26403,26426,26610,26848,27586,27956,28002,28393,28494,28676,29325,29342,29624,29709,30567,30690,30774,30986,31368,31415,31722,31870,32200,32677,32998,33309,33963,34130,34318,34486,34670,35795,35893,36206,36940,37302,37397,38692		
5.55	23746,24114,24268,24603,24789,24794,24828,25226,25309,26253,26584,26808,26983,27003,27180,27612,28207,28225,28652,29331,29367,30139,30414,30620,30736,30890,31446,31576,32018,32877,33253,33287,33685,34037,34065,35118,35899,36073,36309,36374,36473,36745,36829,37259,37284,37512,38025		
5.5600000000000005	23994,24324,24469,24780,24805,25945,26085,26158,26385,26454,26726,26837,26990,27698,28473,28658,28683,28766,28802,29030,29185,29610,29888,30289,30534,30544,31053,31084,31284,31421,31696,31987,32085,32595,32700,32840,33140,34373,34759,34781,35050,35352,35625,35786,35894,36053,36149,36184,36414,36939,37591,37767,38451,38610		
5.57	23647,24037,24271,24483,25853,25987,26135,26137,26197,26271,26467,27253,27320,27368,27542,27624,27737,28350,28502,28794,28966,29083,29774,30154,30298,30498,30653,30751,31029,31082,31255,31296,31401,31608,31793,31825,32772,33828,34218,34534,34814,34832,34840,35471,35521,35523,35789,37338		
5.58	24385,24399,24444,24846,25018,25074,25135,25296,25969,26065,26612,26813,26894,28472,28634,28755,28827,28983,29490,29499,31038,31058,31433,31471,31866,31896,32095,32694,32999,33185,33783,33964,33973,34162,34234,34656,34851,35136,35203,35537,35805,36064,36440,36510,37746,38139,38210,38397		
5.59	24132,24232,24331,24718,25554,25768,25946,26159,26844,27063,27166,27488,27515,27587,28028,28090,28677,29104,29695,30195,30267,30689,31475,31605,32123,32610,32674,32912,33406,33430,33494,33704,33741,33897,34004,34034,34551,34559,34581,34679,35324,36121,36168,36353,36701,37325,37751,38040,38187,38201,38369		
5.6000000000000005	23660,23748,23892,24064,24278,24434,24671,24672,25078,25115,25118,25426,25471,25514,25721,25789,27032,27430,27531,27718,28149,28963,29022,29050,29428,29536,29589,29831,30360,30756,30901,31016,31774,31819,31912,32064,32163,32586,32832,33413,33720,33836,34045,34221,34713,34925,35302,35783,35988,36697,36737,37146,37703,37963,37984,38018		
5.61	23715,24345,24859,24993,25060,25110,25354,26211,26742,27362,27491,27514,27652,27809,28050,28677,28981,29529,29714,30577,31047,31176,31376,31965,32315,32581,32796,33183,33231,33265,33579,33641,34217,34566,34863,34869,35385,35509,36019,36119,36331,36689,37127,37343,37755,37790		
5.62	24142,24158,24324,24680,24946,25113,25331,25739,26139,26155,26204,26447,26554,26789,26853,27615,27826,28103,28504,28737,29218,29643,30813,31123,31355,31387,32280,32291,32415,32630,33047,33078,33374,33722,34303,35533,35981,36190,36267,36779,36858,37450,37982,38657		
5.63	23664,23690,23697,23822,24151,24452,24463,24474,25028,25029,25087,25104,25302,25905,26070,26273,26364,26558,26572,26739,26915,26960,27003,27722,27849,28532,28740,29604,29947,30432,30705,30951,31335,31420,31596,31830,31840,32795,32816,32931,32933,34748,34749,34767,35055,35361,35813,36244,36561,37180,37487,38173,38682		
5.64	23794,23958,24077,24312,24379,24703,25132,25817,26526,26603,26875,27013,27138,27149,27916,28263,28644,28794,29374,29574,29719,30848,31015,31267,31823,32092,32392,32946,33034,33145,33282,33340,34402,34853,35078,35191,35763,36030,36434,36491,36535,37032,37088,37156,37410,37489,37519,38051		
5.65	24325,24364,24618,24663,24728,25342,25486,25505,25770,26445,27048,27117,28101,28245,29883,30033,30102,30370,30493,30928,31266,31383,31603,31627,31674,32059,32545,33085,33142,33205,33432,33763,33832,33951,34129,34321,34541,34774,34888,35587,35824,35953,36285,36475,36556,36763,36853,37305,37371		
5.66	24079,24316,24577,25242,25391,25429,25506,25821,26755,27161,27251,27855,28027,28183,28734,29040,29466,29889,30509,30512,30850,30905,31099,31154,31237,31561,31827,31853,31868,31952,32091,32773,33591,33802,34049,35131,35788,35906,35938,36301,38215		
5.67	24383,24447,24968,25257,25409,26082,26204,26824,27320,27502,27645,27885,28258,28466,28855,28875,29383,29461,29612,29676,30329,31126,31233,31497,31734,31826,32466,32597,32827,32919,33399,33668,33720,33818,34115,34322,34642,34755,34884,35032,35176,35192,35241,36330,36360,36760,36786,36905,37150,37157,37666,37860,37986,37998,38453		
5.68	23784,24013,24682,24708,24729,24771,25349,25463,25675,26050,26126,26167,26291,26456,26676,26925,27261,27355,28728,29226,29358,30042,30319,30655,30903,31206,31431,31524,32439,32562,32669,33310,33371,33644,34522,34797,35010,35255,36007,36143,36297,36502,36599,36611,36866,36975,37440,37640,37703,38003		
5.69	23721,23807,23892,24031,24056,24074,25398,26292,26613,26743,26760,27153,27191,27963,28081,28285,28406,28911,29243,29264,29842,30118,30164,31602,31609,31614,32045,32474,32689,32701,32735,32867,33244,33415,33588,34180,34799,35057,35177,36203,36259,36592,36735,36827,37086,37314,37525,37877		
5.7	24101,24226,24739,24955,25211,25841,25857,26473,26649,26807,26968,27004,27506,27520,27858,27918,28123,28154,28210,28715,28933,29497,29572,29654,30828,30859,30947,31241,31546,31762,32273,32826,33460,33729,34447,34961,35601,35664,35712,36061,36257,36663,36712,36760,37030,37485,37951,38529		
5.71	24398,24433,24514,24527,24528,24758,24816,26514,27159,27280,27760,27832,27926,27967,28198,28275,28456,28664,28746,28779,29856,29949,29961,30037,30100,30139,30734,30794,31110,31423,31747,31824,32177,32929,33188,33445,33490,33607,33859,34294,34763,35202,35257,35530,36072,36628,36637,37225,37333,37433,37477		
5.72	23720,23997,24492,24531,25137,25173,25283,25872,26158,26196,26451,26465,26628,26740,26846,26932,27202,27319,27481,27717,28855,28941,29041,29332,30078,30308,30633,30808,30964,31510,31903,32966,33424,33728,34060,34411,36076,36227,36463,36484,36629,36765,37556,38308		
5.73	23766,24199,24760,24864,25556,25861,26058,26257,26285,26427,26758,26819,27450,27521,27613,28217,28903,29262,29808,29981,30306,30337,30410,30930,31038,31276,31768,31829,32223,32438,32460,32744,32973,33396,33547,33645,33797,34189,34491,35310,35329,35624,35744,35814,36212,36901,37038,37209,37815,37886,37996,38090,38297		
5.74	24147,24296,24336,24745,25234,25494,26210,26359,26739,26980,27302,27659,27752,27889,28079,28420,28431,28801,28847,29492,29518,29790,30387,30835,31630,31655,31660,31846,31871,32507,32595,33454,34226,34518,34669,34776,35048,35317,35322,35607,35971,36090,36726,36776,36946,37050,37260,37821,37862,37893,38049,38345		
5.75	24251,24258,24674,24796,25142,26080,26244,26377,26910,26945,26960,27084,27327,27350,28581,29424,29500,29742,29781,29989,30118,30793,30847,30869,30900,31000,31247,31700,32346,32678,33050,33276,33412,34029,34148,34898,34907,35080,35100,35329,35392,35845,35906,36303,36332,36600,37551,38381		
5.76	24033,24067,24195,24288,25464,25480,25548,25810,25979,26176,26349,26579,26740,26978,26994,27112,27807,27966,28180,28355,28363,28588,28692,28720,29284,29376,29950,30805,31165,31786,33203,33613,33907,34106,35232,35586,35842,36422,37129,37398,37690,37772,38368,38517,38639		
5.7700000000000005	23788,24270,24540,24748,24982,25139,25237,25729,26163,26523,26748,26832,26940,27043,27412,27729,28050,28226,28577,28611,28877,29215,29253,29550,29586,29862,30052,30296,30761,31112,31706,31902,31927,32011,32457,34060,34120,34427,34476,34578,34672,34710,34746,35271,35310,35694,36063,36091,36103,36134,36525,36809,37392,38032,38132,38301		
5.78	23804,24295,24725,24928,25058,25227,25230,26676,26906,27033,27089,27274,27560,27891,28624,28958,29019,29231,29538,29722,29850,30560,30933,31228,31355,31584,31612,31625,31661,31839,31963,32570,32746,33169,33468,33527,33860,34352,34443,34641,34942,35197,35355,35561,35877,36056,36097,36175,36201,36274,36293,36363,36498,36862,36883,38159		
5.79	23711,23850,24027,24065,24223,24293,25026,25633,25797,26122,26534,26914,26986,27128,27722,27762,28752,28928,29336,29415,29426,30340,30802,31356,31411,31908,31944,32080,32099,32163,32216,32328,32585,32969,32970,33500,33554,33811,34767,35059,35233,35370,35468,36411,36901,37078,37549,38029,38503,38671		
5.8	23670,23823,23880,24022,24611,25110,25594,25604,25858,25959,26591,26769,26912,27263,27397,27920,27962,29459,29671,30343,30579,30650,30721,31554,31603,31842,31945,32055,33035,33236,33483,33623,33855,33870,34088,34171,34593,34675,34690,35572,35979,36142,36329,36550,36555,36784,36911,37138,37235,37386		
5.8100000000000005	23865,24162,24256,24499,25927,26583,26766,27330,27380,27525,27597,27698,27915,28148,29190,29721,29829,30539,30701,30792,30821,31586,32016,32474,32833,33357,33361,33988,34264,34299,34306,34822,35651,35775,35816,35821,35989,36247,36613,36671,36745,36879,37229,37919,38217,38282		
5.82	24251,24304,24361,24699,24878,24897,25025,25210,25353,25684,25847,25869,27127,27799,28102,28341,29141,30639,31238,31442,31448,31803,32008,32633,32750,32809,33116,33191,34597,35039,35574,35832,36026,36065,36358,36674,37445,37537,37835,38121		
5.83	23722,23799,23839,24131,24902,24942,25106,26067,26106,26211,26520,26961,27101,27421,27446,27717,28000,28252,28427,28468,29304,29557,30097,30662,32554,32757,32865,32989,33020,33208,33482,33985,34772,34888,36064,36356,36788,36921,37109,37142,37466,37557,37643,38259,38607,38609		
5.84	23761,23882,24319,24511,24707,25394,25875,25901,26533,26936,27158,27325,28054,28338,28474,29297,29343,29710,29812,29958,29984,29993,30692,30696,31152,32884,33024,33179,33367,33721,34618,34841,35902,35926,36028,36078,36417,37326,37550,37689,37706,37990,38174,38675		
5.8500000000000005	24687,25427,25503,25793,25938,29047,29299,29703,30598,30841,30899,30948,31105,31563,31762,33647,33790,34002,34780,35818,36059,36060,36365,36380,36558,36578,37538,37615,38007,38082		
5.86	23758,23891,23948,23970,24040,24048,24130,24430,25148,25764,25777,26926,26966,27649,27736,27869,28439,28754,29258,29369,29718,29743,30060,30666,30878,31054,31063,31138,31829,33283,33353,34793,34988,35065,35577,35992,36079,36265,36349,36504,36565,36696		
5.87	23699,24107,24439,24944,25421,26019,26285,26370,26583,27090,27338,27473,27673,27684,28020,29066,29164,29363,29379,29405,29582,30392,30398,30405,30441,30919,30949,30997,31258,31370,31377,31534,32060,32799,33268,33305,33496,35465,35482,35640,35869,35874,35980,36221,36849,36877,37139,37456,37478,38511		
5.88	24965,25150,25337,26128,26367,26876,26887,27079,27208,27340,27468,27931,28267,29290,29720,29772,30331,30468,30880,31302,31389,31407,31879,31964,32672,32857,32863,33052,33518,33931,34173,34409,34516,34665,34879,35645,35680,35941,36627,36814,37688,37949,38010,38016,38557,38559		
5.89	23974,24137,24417,24446,24633,24863,25095,25386,25665,25870,26125,26351,26542,26809,27549,27688,28501,28890,29055,29168,29420,29512,29614,29683,30187,30695,30812,30871,30991,31518,31888,31968,32218,32623,32872,32909,33015,33031,33154,33210,33233,33404,34014,34916,35347,35395,35404,36183,36466,37044,37300,37383,37946,38075,38568		
5.9	24262,24325,24491,24701,25086,25573,25795,25806,26279,26577,27031,27910,28042,28927,29033,29523,29622,30407,31172,31174,31538,31579,31640,31703,31706,31778,32120,32299,32639,33198,33372,33884,34125,34211,34431,34568,34712,35536,35551,36702,37037,37128,37166,37234,37345,37840,38077,38302,38510		
5.91	23916,24424,25122,25709,25904,26117,26478,26548,26884,27071,27346,27675,27895,27972,28126,28371,28937,29052,29108,29896,29912,30605,31655,31782,32629,32701,33061,33525,33709,33725,34266,36121,36256,36319,36455,37277,37662,38001,38058		
5.92	23728,23770,23825,23936,23975,23995,24297,24537,25078,25516,26200,26263,26297,26468,26793,27509,27640,27648,27796,27934,27991,28682,28770,28994,28997,30345,30594,30775,30937,30956,31610,31994,32070,32582,32761,32788,33545,33931,33959,34032,34906,34937,34957,35054,35132,35331,35365,36170,36580,36748,36805,37667,38057		
5.93	23637,24120,24228,24498,25189,25553,25885,25919,26222,26631,27345,27731,28173,28315,28854,28888,28955,29161,29165,29187,29905,30931,31321,31376,31634,32269,32564,32891,32999,33089,33166,33224,34789,34797,34825,34845,35839,36203,36938,36992,37634,37883,38576		
5.94	23648,24178,24300,24386,24992,25538,25545,26055,26521,26693,26852,27140,27179,27180,27270,27469,27498,27918,28112,28170,28364,28772,29068,29114,29554,31678,32159,32989,33987,34568,34684,34821,35540,35548,35735,35865,35868,35905,36055,36087,36489,37113,37402,37403,37770,38107,38473		
5.95	24376,24505,24514,24649,25044,25049,25433,25530,25537,25754,25929,25936,25946,26474,27656,27988,28600,28747,28837,28837,29688,29841,29931,30317,30964,31440,31729,31956,32155,32306,32461,32491,32654,32924,33481,33523,33583,33629,33736,34188,34620,34721,35138,35312,35470,36231,36277,36539,36897,36930,37501,37532,37907		
5.96	24397,25024,26327,26354,26394,26757,27510,27576,27757,28044,28124,28529,28570,29381,29853,29999,30090,30188,30835,31606,31861,31899,32000,32172,32505,32560,33368,33636,34190,34507,35270,35356,35611,35873,36005,36194,36321,36351,36424,36898,36908,37013,37129,38158		
5.97	23797,24014,24182,24259,24374,24388,24399,24528,24722,25383,25710,25873,26195,26205,26579,26637,26650,26668,26791,26811,27813,28294,28488,28900,29370,29434,29651,30062,30137,30322,30513,30520,30555,30593,31889,32322,32982,33428,33698,33741,33918,35407,35990,36151,36881,37101,37189,37260,37319,37745,37794		
5.98	24098,24492,25081,25882,26090,26337,26700,27065,27620,28387,28774,28960,29337,29798,30324,31287,31381,31493,31882,31923,32419,32634,33293,33970,34345,34468,34503,34678,35075,35129,35389,35871,36239,36344,37187,37216,37950,37955		
5.99	24085,24192,26225,26340,26439,26821,26978,27255,27260,27318,27353,27831,27902,28666,29102,29307,29363,29810,30121,30295,30378,30622,32105,33909,34167,34281,34725,34874,34886,34917,35849,36007,36396,37075,37202,37275,37726,37801,38614		
6.0	24746,24800,25014,25196,26022,26061,26562,27200,28293,28519,29372,29454,29728,30066,30087,30197,30746,30849,30885,31404,31471,31842,31961,32277,32897,33118,33408,33509,33534,33713,33768,34472,34806,35015,35694,35720,36212,36587,37411,37678,37846		
6.01	23767,24752,25289,25620,26762,26771,27099,27591,28012,28014,28019,28426,28852,29221,29450,30335,30413,30843,31333,31658,31752,32698,33144,33264,33699,33974,34109,34362,34524,34605,34769,35373,35690,35729,35869,36193,36370		
6.0200000000000005	23851,24329,24664,24874,25454,25778,26300,26448,27794,27818,27819,27873,28121,28729,29616,30415,30526,30551,30654,31931,32112,32120,32463,32997,33329,33392,33488,33782,34072,34206,34501,34788,35022,35090,35885,36783,37947,37951,37992		
6.03	23706,23805,23825,23907,24231,25020,25158,25364,25712,25956,26281,26957,27355,27560,27856,28041,28291,28424,28828,29186,29464,29472,29675,29679,29984,30055,30193,30569,30661,30893,31166,31175,31178,31459,31876,32422,32671,33104,33395,33578,34307,34619,34798,34843,34850,34885,35597,35650,35759,36205,36946,37081,37475,37686,37878,38144		
6.04	24604,25680,27078,27346,27511,28345,29053,29224,29378,30858,31093,31654,31713,31833,32080,32390,32397,32927,33536,33641,33721,33835,34493,34872,35085,35500,35629,36815,36826,36905,37253,37881		
6.05	24280,24465,24739,24849,25153,25300,25318,25457,26057,26626,26822,27720,27819,27940,27981,28495,28557,28841,28873,29644,30463,30895,31168,31314,31392,31519,31928,32393,32581,32790,33156,33287,33402,33453,33854,33936,34140,34258,34704,34718,35644,35962,36154,36492,36493,36602,36953,37513,37535,37786,37844,37861,38419,38421		
6.0600000000000005	23731,23765,24370,24402,24583,24629,24740,25679,25711,25766,26104,26219,26684,26886,27143,27396,27399,27440,27574,27582,27948,28321,28494,28564,29230,29244,29784,30013,30317,30430,30638,30787,31139,31334,31479,31626,31693,32207,34332,34715,35454,35714,35752,35753,36648,36780,37244,37537,37598,37630,38053		
6.07	23671,23980,24004,24049,24175,25121,25564,25638,26491,26554,26556,26993,27513,27540,27683,27768,28309,28758,29660,29885,30018,30341,30456,30924,31416,31668,32907,33529,33554,34829,35098,35183,35965,36546,37367,37824,37852,38036,38240		
6.08	23884,24299,24355,24529,25777,25919,25951,26659,26710,26957,27971,28884,29203,29213,29769,30159,30858,31030,31086,31183,31498,31521,31525,31811,31964,32096,32663,32741,33345,35696,36646,36854,36904,37510,37935		
6.09	24010,24102,24323,24719,24867,25019,25356,25410,25440,26070,26249,26386,26424,26862,27497,27504,27730,28641,29175,29389,30303,30409,30506,30673,31147,31189,31883,32048,32127,32422,32787,33171,33777,33925,36910,37091,37361,37399,37956,38528,38634		
6.1000000000000005	23633,25453,25523,26378,26442,27400,27590,28482,28957,29380,29913,29979,30297,30349,30380,30888,31080,31694,32023,32276,32531,32611,32668,32881,32997,33059,33178,33421,33831,34742,35149,35521,36411,36624,37090,37366,37563,37577,37782,37967		
6.11	23666,23725,23993,24119,24466,24678,25566,25839,26212,26347,26450,27085,27752,27823,28039,28511,28959,29541,29545,29733,29734,30011,30044,30767,31056,31417,31537,31590,31901,32113,32534,32608,33485,33942,34112,34714,34882,35342,35541,35583,35812,36077,36204,36743,36990,38258,38618		
6.12	23655,23947,24032,24387,24557,25017,25975,26073,26252,26573,27072,27105,30275,30386,30624,30922,30943,31841,31868,32318,32517,32551,33007,33709,33857,34531,34695,35172,35211,35466,35889,35987,36210,36396,37724,38155,38375,38467,38654		
6.13	23790,23861,23955,24721,24813,25698,26141,26291,26386,26417,26461,26923,27159,27455,28235,28475,28843,29992,30464,30916,31391,32399,32624,33480,33515,33890,33925,34145,34368,34790,34844,36062,37399		
6.140000000000001	24541,24717,24770,24856,25583,26419,26867,26988,27408,28193,28297,28476,29537,29895,30051,30845,30972,31338,32500,33121,33206,33461,33491,33533,33742,33898,33939,34095,34540,35264,35433,35453,35551,35887,35975,36134,36650,36900,37274,37312,37500,37687,37701,37923,38098		
6.15	23976,24010,24060,24116,24511,24742,24835,25103,25555,25694,25728,25920,26443,26644,27662,27937,28085,28131,28867,29191,29208,29472,29646,29867,30072,30626,30806,30918,31231,31285,31587,31675,31788,31857,32269,32804,33098,33877,34033,34155,34161,34695,34773,35003,35106,35143,35518,35964,35968,36315,36518,36971,37509,37695		
6.16	23780,23846,24061,24302,24305,24743,25247,25298,25364,25880,26136,26259,26895,27516,28552,29016,29516,29861,30058,30618,31451,31595,31825,31920,31955,32609,32993,33021,33218,33519,33599,33989,33994,34702,34760,34799,35652,35839,36601,36902,37282,37571,37640,37909,38333		
6.17	23700,24239,25365,25801,26529,26592,27022,27107,27758,28188,28947,28984,29237,29631,29651,30181,30241,30565,30807,31249,31697,32473,32687,32697,33017,33172,33544,33634,33648,33809,34119,34278,34281,34375,35746,35842,35866,36146,36731,36834,37649,37718,37744,37763		
6.18	24167,24608,24825,25359,25836,25859,26228,26348,26562,26902,28115,28163,28170,28274,28474,28688,28860,28915,29489,30077,30780,31620,31801,32188,32250,32437,32492,32837,32909,33385,33548,33600,33634,33763,34024,34196,34464,34515,34609,35033,35589,36009,36875,37339,37379,37533,37741,37762,38017		
6.19	23824,24038,24691,24704,25646,26482,26938,27452,27651,27716,27886,28078,29020,29343,30077,30152,30165,30769,30791,30928,31875,32218,32276,32913,33026,33413,33568,34108,34730,34947,35067,35161,35254,35402,35708,35757,36916,36985,37365,37791,37800,38070,38327,38331,38356,38659,38668		
6.2	24682,24922,25283,25876,25967,26288,26409,26741,27151,27275,27298,27621,27829,28576,28816,29069,29538,30023,30349,30723,30763,30868,30929,31331,32459,32977,34018,34361,34499,35829,37226,37504,37710,38565		
6.21	23988,24112,24128,24952,25050,25121,25385,26272,26412,26658,27314,27336,27488,28631,28723,28946,29043,29114,29245,29323,29618,29667,29687,29818,29830,30462,31652,31768,32405,32636,32852,33428,33854,33941,34101,34434,34661,34683,34942,34999,35110,35313,36120,36377,36655,36822,36933,37212,37301,38126		
6.22	24159,24327,25013,25245,26326,26356,26526,28168,28630,28869,29257,29392,30203,30299,30876,30903,30956,31382,31598,31775,31855,32164,33197,33272,33417,33557,33655,33838,33891,34023,35109,35804,36051,36791,37415,37737,38458		
6.23	24127,25457,25934,26172,26274,26610,26820,27177,27944,28304,28660,29167,29333,29872,30408,31935,32723,32807,32936,33030,33555,33850,34922,35334,35608,36031,36327,36950,36991,37018,37604,37619,37708,37733,38035		
6.24	23755,25046,26278,26618,27023,27423,27442,27512,27769,27787,28939,29716,29789,29816,30921,31671,32255,32575,32642,32677,33226,33235,34170,34186,34187,34376,35156,35585,36126,36198,36803,37169,37205,38143		
6.25	23671,24064,24458,24979,26009,26128,26466,26871,27152,27278,27283,27833,28162,28258,28871,29007,29085,29091,29247,29367,29886,29976,30019,30873,30908,31142,31607,31739,32140,32757,32921,33068,33239,33475,33544,33710,34392,34494,34768,35772,36513,37094,37476,38130		
6.26	24404,25592,25685,25797,25888,26029,26114,26418,26442,26495,26901,27220,27474,28208,28286,28347,28502,28541,28953,30277,31545,31606,32101,32310,32427,32958,32964,33411,33458,33676,33719,34054,34490,35168,35704,35890,36324,36416,37079,37541,38096		
6.2700000000000005	24030,24185,25065,25071,26463,26933,27545,27655,28165,28233,29015,29062,29255,29906,29934,31636,31693,31987,32189,32478,33344,34063,34657,34685,34979,35421,35639,36382,36555,36701,36865,36975,37524,37917,38122		
6.28	23713,24029,24133,24690,25739,26145,26582,26708,26888,26959,27682,27764,28144,28350,29054,29871,29981,30100,30158,30480,30831,31145,31161,31215,32586,33080,33164,33258,33945,34502,34754,34874,35976,36000,36870,37109,37633,38270		
6.29	24354,25012,25478,25765,25864,25865,25953,26463,26750,27266,27728,27737,28195,28628,28722,28922,28993,29548,29624,30496,30518,30844,31741,31992,32137,32241,32245,33107,33466,33630,34284,34547,35529,35969,36950,36954,37087,37468,37613,37728		
6.3	24804,24953,25391,25497,25499,25733,27095,28563,29766,30058,30536,31094,31594,31645,31986,32475,32760,32911,33025,33876,35828,35846,35951,35962,36293,36984,37134,37360,37902,38099		
6.3100000000000005	23648,24080,24263,25081,25187,25360,26231,26397,27543,27874,27968,28030,29262,29381,29465,30313,30363,31226,31553,31597,31638,31930,32553,32980,33703,34134,34248,34449,34940,35850,35880,36451,37133,37241,37302,37304,37368,38661		
6.32	23637,23667,23757,23833,24650,26387,26557,26606,27037,27060,27679,28182,28263,28274,28293,28656,29155,29935,30258,30336,30942,32319,32343,32493,32631,32871,33633,34246,34632,34927,35137,35784,36291,36302,36340,36732,37625,38328,38498,38578,38605		
6.33	24862,25412,25460,25935,25964,25973,26075,26446,27168,27561,27825,27943,27993,28249,28493,28503,28617,28676,28740,30257,30652,33008,33356,33944,34173,34227,34385,35023,35398,35565,36017,36065,36264,36273,36288,36310,36644,36900,37522,38151		
6.34	23747,23951,24152,24277,24303,25136,25290,25554,25917,26785,26836,27006,27193,27631,27691,28066,28305,28377,28514,28748,29155,29457,30103,30823,30952,31317,31698,32303,33175,33702,33977,34017,34826,37124,37355,37716,38666		
6.3500000000000005	24483,24999,25399,25497,25716,25812,27371,28313,29168,29241,29416,30287,30510,30791,30856,30891,31799,31802,31896,32193,32634,32716,33180,33274,33341,33635,33676,33794,34020,34121,34810,35237,35848,37591,38585,38623,38663		
6.36	23652,24136,24497,24678,24689,24733,25190,25325,25384,25605,25669,25891,25935,25978,26007,26157,26254,27161,27284,27449,28491,28985,29439,30273,30625,30771,30995,31552,31572,31677,31905,32167,32508,33163,33642,33651,33706,33867,34424,34617,34949,34978,34979,35646,36106,36384,37178,37397,37439,37776,38278		
6.37	23849,23941,24134,24860,24957,25016,25185,25266,25775,25876,26330,26930,28702,29027,29449,29758,30600,30714,31263,32115,32134,32981,33145,33395,33397,33457,33715,34041,34182,35418,36008,36140,36153,36230,36756,36776,37780,38060		
6.38	23638,24918,25082,25682,26279,26343,26698,27329,27695,28237,28508,28762,29034,29224,29239,30067,30143,30359,30371,30499,30743,30892,31217,32017,32149,32739,32788,33346,33441,33506,33654,34017,34094,34256,34277,34416,34671,34870,34951,35125,36133,36262,36640,37452,37542,38687		
6.390000000000001	24992,25026,25135,25535,25653,25699,26559,26867,27111,27419,27674,27914,27945,28407,29116,29494,29597,29772,29945,29977,30499,30842,30896,31164,33813,34240,34246,34875,34912,35245,35803,35925,36375,36462,37806,38325		
6.4	23783,24091,24383,24488,24809,25352,25356,25575,25622,26660,26810,26820,27117,27646,28141,28413,28816,29780,30294,30312,30390,31477,31533,31644,31801,31894,32135,32301,33681,33780,34728,35114,35263,35982,36531,37047,37116,37230,38218,38388,38416		
6.41	24662,24831,25105,25413,25528,25531,25772,25798,26286,27011,27503,28094,28623,28695,28856,29077,29495,29525,29786,29800,30224,30574,30902,30990,32137,32830,32951,32963,33102,33433,33498,33648,33846,34367,34817,34820,35076,35392,35472,35594,35838,36626,36715,36914,37063,37198,37341,37480,37528,37819,38225,38327		
6.42	23740,24121,24240,25683,26338,26634,26640,27042,27210,27792,27841,28388,28568,28775,29496,29764,30446,30693,30975,31408,31835,32135,32267,32613,32743,33257,33639,33961,34042,34667,35560,35599,36023,37717,37866,38153		
6.43	24210,24677,26140,26485,26753,26979,27238,27537,27706,27777,28183,28338,28830,29353,29654,29930,30054,30917,31738,32083,32666,32679,32728,32798,33249,33866,35829,36394,37297,37985,38143,38183,38311,38630		
6.44	23652,23754,23847,24398,24575,25085,25340,26042,26693,26791,26974,27663,28051,28809,28916,29521,29766,30109,30338,30685,30994,31023,31070,31237,31518,31817,32727,33077,33389,33651,34138,34772,34863,34980,35101,36219,37164,38072,38315		
6.45	23864,24137,24212,24905,25149,25199,25388,25670,25827,25988,26325,26900,27541,28236,29021,30169,30686,30695,30833,31217,31794,31904,32430,33369,33656,34459,34934,35119,35164,36637,37192,37821,38137,38286		
6.46	23651,23688,23917,24234,24559,24657,25270,25794,26371,26488,26985,27187,27487,27998,28545,29806,30276,30477,30784,32271,32662,33232,33240,33427,33764,33995,34292,34770,34828,35408,35413,35845,35991,36704,37545,38680,38691		
6.47	23914,24002,24103,24569,24620,25549,26399,26414,28227,29267,29454,29775,30000,30065,30073,30464,30575,31324,31619,31940,32413,32542,32704,33606,34107,34109,34241,34595,34938,35458,35858,35901,35928,37429		
6.48	24648,24998,25254,26115,26143,26335,26574,26758,27104,27290,27433,27633,28130,28155,28160,28301,28830,28857,29352,29763,30176,30307,30588,30713,31013,31143,32140,32253,32658,33363,33610,33699,33807,33847,34600,35260,35374,36147,36367,36619,36770,36995,37031,37734,37938,38273		
6.49	24055,25006,25387,25692,25954,27046,27422,28368,29417,29824,30086,30171,30476,30939,31287,31490,31512,31845,31936,32476,32694,33013,33070,33212,33394,33398,33490,33933,34315,34326,34409,34781,35185,35210,35672,36426,36761,37883,38076		
6.5	24204,24519,25357,25833,27957,28175,28777,29264,29611,30422,31115,31186,32453,32591,32880,33010,33280,33357,33473,34014,34520,35596,35986,36676,36857,37174,37543		
6.51	24130,24368,24372,24647,24720,25194,25381,25482,25712,25863,26391,26407,26927,27172,27184,27444,27738,28319,28551,29774,30110,30661,31050,31721,31812,32251,32403,32471,32588,32930,32986,33396,33776,33882,34638,35161,35878,36388,37470,37525,37527,37558		
6.5200000000000005	23703,24022,24368,25572,25632,25649,25824,25840,26314,26500,26510,26571,27064,27335,28379,28537,28957,29824,30059,30116,30810,30839,31318,31831,32213,32232,33273,33353,33381,33650,34341,34623,34747,34960,36088,36615,36735,36854,37080,37139,37746,37844		
6.53	23643,23763,23835,24138,24518,24683,25047,26001,26010,26814,27074,28209,28278,28669,28975,29476,29879,30008,30157,30773,30830,31257,31313,31323,31586,31588,32326,34218,34941,35244,35459,35800,37675,38103,38271		
